SMILES,absorption,emission,phosphorescence_peak,hl_gap,soqy,flqy,metal_complex,reference_DOI
Nc1ccc2c(c1)C(=O)NC2=O,350.0,425.0,,,,,,DOI: 10.1021/jp9526509
CN(C)c1ccc2c(c1)C(=O)NC2=O,371.0,440.0,,,,,,DOI: 10.1021/jp9526509
CN(C)c1ccc(C2=Nc3scc[n+]3[B-](F)(F)O2)cc1,405.0,439.0,,,,0.99,,DOI: 10.1021/acs.joc.7b02239
Cc1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,407.0,437.0,,,,0.99,,DOI: 10.1021/acs.joc.7b02239
CCOC(=O)c1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,406.0,439.0,,,,0.94,,DOI: 10.1021/acs.joc.7b02239
CN(C)c1ccc(C2=Nc3scc(-c4ccccc4)[n+]3[B-](F)(F)O2)cc1,409.0,444.0,,,,0.94,,DOI: 10.1021/acs.joc.7b02239
CN(C)c1ccc(C2=Nc3scc(-c4ccc(N(C)C)cc4)[n+]3[B-](F)(F)O2)cc1,405.0,518.0,,,,0.66,,DOI: 10.1021/acs.joc.7b02239
CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,414.0,448.0,,,,0.62,,DOI: 10.1021/acs.joc.7b02239
CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,415.0,447.0,,,,0.001,,DOI: 10.1021/acs.joc.7b02239
Cc1cc(C)c(C2=C3C=C(c4ccccc4)C(c4ccccc4)=[N+]3[B-](F)(F)n3c2cc(-c2ccccc2)c3-c2ccccc2)c(C)c1,590.0,624.0,,,,0.94,,DOI: 10.1021/acs.joc.9b01425
Cc1cc(C)c(C2=C3C=C(c4ccc(C(C)(C)C)cc4)C(c4ccc(C(C)(C)C)cc4)=[N+]3[B-](F)(F)n3c2cc(-c2ccc(C(C)(C)C)cc2)c3-c2ccc(C(C)(C)C)cc2)c(C)c1,602.0,639.0,,,,0.77,,DOI: 10.1021/acs.joc.9b01425
COc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(OC)c5)c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]3=C2c2cccc(OC)c2)c1,596.0,633.0,,,,0.86,,DOI: 10.1021/acs.joc.9b01425
COc1cc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cc(OC)c(OC)c(OC)c5)c(-c5cc(OC)c(OC)c(OC)c5)n4[B-](F)(F)[N+]3=C2c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,626.0,670.0,,,,0.33,,DOI: 10.1021/acs.joc.9b01425
COc1ccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5ccc(OC)cc5)c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(OC)cc2)cc1,621.0,666.0,,,,0.64,,DOI: 10.1021/acs.joc.9b01425
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,579.0,625.0,,,,0.41,,DOI: 10.1021/acs.joc.9b01425
Cc1cc(C)c(C2=C3C=c4c(c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc4c23)c(C)c1,693.0,707.0,,,,0.3,,DOI: 10.1021/acs.joc.9b01425
COc1ccc2c(c1)c1c(c3cc(OC)ccc32)=[N+]2C(=C(c3c(C)cc(C)cc3C)c3cc4c5cc(OC)ccc5c5ccc(OC)cc5c4n3[B-]2(F)F)C=1,678.0,710.0,,,,0.08,,DOI: 10.1021/acs.joc.9b01425
COc1cc2c3c(c4cc(OC)c(OC)c(OC)c4c2c(OC)c1OC)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5cc(OC)c(OC)c(OC)c5c5c(OC)c(OC)c(OC)cc5c4n2[B-]1(F)F)C=3,733.0,749.0,,,,0.1,,DOI: 10.1021/acs.joc.9b01425
CC(C)(C)c1ccc(C2=CC3=C(c4ccccc4)c4cc(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(C(C)(C)C)cc2)cc1,602.0,643.0,,,,0.33,,DOI: 10.1021/acs.joc.9b01425
CC(C)(C)c1ccc(C2=C(Br)C3=C(c4ccccc4)c4c(Br)c(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(C(C)(C)C)cc2)cc1,577.0,614.0,,,,0.13,,DOI: 10.1021/acs.joc.9b01425
CC(C)(C)c1ccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)cc1,589.0,634.0,,,,0.32,,DOI: 10.1021/acs.joc.9b01425
COc1cccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)c1,591.0,636.0,,,,0.44,,DOI: 10.1021/acs.joc.9b01425
CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2cc4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3,693.0,709.0,,,,0.66,,DOI: 10.1021/acs.joc.9b01425
CC(C)(C)c1ccc2c3c(c4ccc(C(C)(C)C)cc4c2c1)=[N+]1C(=C(c2ccccc2)c2c(Br)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]1(F)F)C=3Br,689.0,711.0,,,,0.03,,DOI: 10.1021/acs.joc.9b01425
CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,687.0,711.0,,,,0.44,,DOI: 10.1021/acs.joc.9b01425
COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,680.0,727.0,,,,0.62,,DOI: 10.1021/acs.joc.9b01425
COc1ccc2c3c(c4ccc(OC)cc4c2c1)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5ccc(OC)cc5c5cc(OC)ccc5c4n2[B-]1(F)F)C=3,669.0,700.0,,,,0.63,,DOI: 10.1021/acs.joc.9b01425
CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,295.0,456.0,,,,0.21,,DOI: 10.1021/acs.joc.8b01049
CCOC(=O)C1c2ccccc2C(=O)N1c1ccc(OC)cc1,283.0,453.0,,,,0.82,,DOI: 10.1021/acs.joc.8b01049
CCOC(=O)C1c2ccccc2C(=O)N1c1ccccc1,282.0,435.0,,,,0.36,,DOI: 10.1021/acs.joc.8b01049
CCOC(=O)C1c2ccccc2C(=O)N1c1ccccn1,310.0,392.0,,,,0.61,,DOI: 10.1021/acs.joc.8b01049
CCOC(=O)C1c2cc(OC)c(OC)cc2C(=O)N1c1ccc(OC)c(OC)c1,299.0,440.0,,,,0.37,,DOI: 10.1021/acs.joc.8b01049
COc1ccc(N2C(=O)c3ccccc3C2C(=O)OC(C)(C)C)cc1OC,296.0,381.0,,,,0.11,,DOI: 10.1021/acs.joc.8b01049
C(=C/c1ccccc1)\c1ccccc1,307.0,350.0,,,,0.023,,10.1021/jo052123d
COc1ccc(/C=C/c2ccccc2)cc1,317.0,374.0,,,,0.007,,10.1021/jo052123d
COc1cccc(/C=C/c2ccccc2)c1,295.0,359.0,,,,0.16,,10.1021/jo052123d
COc1cc(/C=C/c2ccccc2)cc(OC)c1,306.0,390.0,,,,0.32,,10.1021/jo052123d
COc1ccc(/C=C/c2ccccc2)cc1OC,321.0,385.0,,,,0.035,,10.1021/jo052123d
C=Cc1ccc(OC)cc1,302.0,322.0,,,,0.33,,10.1021/jo052123d
C=Cc1cccc(OC)c1,295.0,327.0,,,,0.32,,10.1021/jo052123d
C=Cc1cc(OC)cc(OC)c1,299.0,341.0,,,,0.12,,10.1021/jo052123d
C=Cc1ccc(OC)c(OC)c1,309.0,331.0,,,,0.32,,10.1021/jo052123d
C/C=C/c1ccc(OC)cc1,305.0,328.0,,,,0.35,,10.1021/jo052123d
C/C=C/c1cccc(OC)c1,293.0,325.0,,,,0.31,,10.1021/jo052123d
C/C=C/c1cc(OC)cc(OC)c1,296.0,338.0,,,,0.04,,10.1021/jo052123d
C/C=C/c1ccc(OC)c(OC)c1,308.0,334.0,,,,0.35,,10.1021/jo052123d
C(#Cc1cnc(C#Cc2ccccc2)nc1)c1ccccc1,320.0,425.0,,,,0.0009,,10.1021/jo048914h
C[Si](C)(C)C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,335.0,390.0,,,,0.0085,,10.1021/jo048914h
C#Cc1ccc(C#Cc2cnc(C#Cc3ccccc3)nc2)cc1,325.0,415.0,,,,0.0015,,10.1021/jo048914h
COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,463.0,534.0,,,,1.0,,DOI: 10.1021/acs.joc.7b00315
COc1ccc(N(c2ccc(OC)cc2)c2cc3ccc4cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5ccc(c2)c3c45)cc1,398.0,458.0,,,,0.22,,DOI: 10.1021/acs.joc.7b00315
Cn1cc(-c2nc3ccccc3nc2C#Cc2ccccc2)c2ccccc21,411.0,510.0,,,,0.16,,http://dx.doi.org/10.1021/jo4025978
COc1ccc(C#Cc2nc3ccccc3nc2-c2cn(C)c3ccccc23)cc1,408.0,506.0,,,,0.19,,http://dx.doi.org/10.1021/jo4025978
Cn1cc(-c2nc3ccccc3nc2C#Cc2ccc(C#N)cc2)c2ccccc21,418.0,520.0,,,,0.15,,http://dx.doi.org/10.1021/jo4025978
COc1ccc(C#Cc2nc3ccccc3nc2-c2ccn(-c3ccccc3)c2)cc1,393.0,474.0,,,,0.24,,http://dx.doi.org/10.1021/jo4025978
COc1ccc(C#Cc2nc3ccccc3nc2-c2csc(OC)c2)cc1,410.0,508.0,,,,0.32,,http://dx.doi.org/10.1021/jo4025978
c1csc(-n2c3ccccc3c3ccccc32)c1,333.0,370.0,,,,0.014,,http://dx.doi.org/10.1021/jo202625p
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccs1,340.0,368.0,,,,,,http://dx.doi.org/10.1021/jo202625p
CCn1c2c(-c3cccs3)cc(C(C)(C)C)cc2c2cc(C(C)(C)C)cc(-c3cccs3)c21,360.0,395.0,,,,0.064,,http://dx.doi.org/10.1021/jo202625p
CCn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,345.0,392.0,,,,0.047,,http://dx.doi.org/10.1021/jo202625p
CCn1c2cc(-c3cccs3)ccc2c2ccc(-c3cccs3)cc21,370.0,391.0,,,,0.61,,http://dx.doi.org/10.1021/jo202625p
c1csc(-c2ccc3c4ccc(-c5cccs5)cc4n(-c4cccs4)c3c2)c1,352.0,387.0,,,,0.21,,http://dx.doi.org/10.1021/jo202625p
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2cccs2)s1,340.0,417.0,,,,0.129,,http://dx.doi.org/10.1021/jo202625p
CCn1c2c(-c3ccc(-c4cccs4)s3)cc(C(C)(C)C)cc2c2cc(C(C)(C)C)cc(-c3ccc(-c4cccs4)s3)c21,360.0,440.0,,,,0.106,,http://dx.doi.org/10.1021/jo202625p
CC(C)(C)c1cc(-c2ccc(-c3cccs3)s2)c2c(c1)c1cc(C(C)(C)C)cc(-c3ccc(-c4cccs4)s3)c1n2-c1ccc(-c2cccs2)s1,340.0,434.0,,,,0.092,,http://dx.doi.org/10.1021/jo202625p
CCn1c2ccc(-c3ccc(-c4cccs4)s3)cc2c2cc(-c3ccc(-c4cccs4)s3)ccc21,380.0,430.0,,,,0.168,,http://dx.doi.org/10.1021/jo202625p
CCn1c2cc(-c3ccc(-c4cccs4)s3)ccc2c2ccc(-c3ccc(-c4cccs4)s3)cc21,399.0,447.0,,,,0.482,,http://dx.doi.org/10.1021/jo202625p
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3sc21,445.0,544.0,,,,,,DOI: 10.1021/jo901381f
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3ccc21,436.0,533.0,,,,,,DOI: 10.1021/jo901381f
CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4c(N(c5ccccc5)c5ccccc5)cc(c1)c2c34,392.0,415.0,,,,0.24,,DOI: 10.1021/acs.joc.7b03227
CC(C)(C)c1cc2cc(N(c3ccccc3)c3ccccc3)c3cc(C(C)(C)C)cc4cc(N(c5ccccc5)c5ccccc5)c(c1)c2c43,398.0,426.0,,,,0.28,,DOI: 10.1021/acs.joc.7b03227
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3cccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5cccc2c5c34)c(C)c1,392.0,419.0,,,,0.33,,DOI: 10.1021/acs.joc.7b03227
Cc1cc(C)c(B(c2cc3c4c(c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5c4c2CCC5)CCC3)c2c(C)cc(C)cc2C)c(C)c1,420.0,456.0,,,,0.9,,DOI: 10.1021/acs.joc.7b03227
C(#Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccccc1,323.0,,,,,,,DOI: 10.1021/jo0703911
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccccc2)cc1,329.0,359.0,,,,,,DOI: 10.1021/jo0703911
C(#Cc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,334.0,366.0,,,,,,DOI: 10.1021/jo0703911
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,340.0,359.0,,,,0.76,,DOI: 10.1021/jo0703911
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1,356.0,385.0,,,,0.89,,DOI: 10.1021/jo0703911
O=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,321.0,402.0,,,,0.03,,10.1021/jo9002757
C(#Cc1ccc2c(c1)c1cc(C#Cc3ccccc3)ccc1n2-c1cc2ccccc2c2ccccc12)c1ccccc1,330.0,392.0,,,,0.32,,10.1021/jo9002757
O=Cc1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4cc(C=O)ccc43)cc2)cc1,329.0,405.0,,,,0.04,,10.1021/jo9002757
N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cc2ccccc2c2ccccc12,406.0,480.0,,,,0.04,,10.1021/jo9002757
N#CC(C#N)=Cc1ccc2c(c1)c1ccccc1n2-c1cccc2ccccc12,404.0,473.0,,,,0.05,,10.1021/jo9002757
N#CC(C#N)=Cc1ccc2c(c1)c1cc(C=C(C#N)C#N)ccc1n2-c1cccc2ccccc12,418.0,453.0,,,,0.07,,10.1021/jo9002757
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=O)cc2)cc1,354.0,528.0,,,,0.1,,10.1021/jo9002757
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C=C(C#N)C#N)cc2)cc1,410.0,534.0,,,,0.4,,10.1021/jo9002757
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc(C#Cc3ccc(C=C(C#N)C#N)cc3)cc2)cc1,382.0,474.0,,,,0.3,,10.1021/jo9002757
C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,390.0,565.0,,,,0.01,,http://dx.doi.org/10.1021/jp3106869
C[n+]1ccc(/C=C/c2ccc3cc([O-])ccc3c2)cc1,448.0,,,,,,,http://dx.doi.org/10.1021/jp3106869
C1=Cc2ccccc2C(=Cc2ccc(C=C3c4ccccc4C=Cc4ccccc43)cc2)c2ccccc21,333.0,405.0,,,,5e-05,,10.1021/jp073767n
C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc2)c2ccccc21,339.0,405.0,,,,0.00012,,10.1021/jp073767n
C1=Cc2ccccc2C(=Cc2ccc(-c3cc(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)cc(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)c3)cc2)c2ccccc21,325.0,405.0,,,,0.0023,,10.1021/jp073767n
C1=Cc2ccccc2C(=Cc2ccc(-c3cc(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)c(-c4ccc(C=C5c6ccccc6C=Cc6ccccc65)cc4)cc3-c3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc2)c2ccccc21,324.0,405.0,,,,0.0016,,10.1021/jp073767n
CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc21,370.0,405.0,,,,0.00084,,10.1021/jp073767n
C(=C1c2ccccc2CCc2ccccc21)c1ccc(C=C2c3ccccc3CCc3ccccc32)cc1,330.0,406.0,,,,0.001,,10.1021/jp073767n
C(=C1c2ccccc2CCc2ccccc21)c1ccc(-c2ccc(C=C3c4ccccc4CCc4ccccc43)cc2)cc1,335.0,394.0,,,,0.0033,,10.1021/jp073767n
C(=C1c2ccccc2CCc2ccccc21)c1ccc(-c2cc(-c3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)cc(-c3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)c2)cc1,318.0,403.0,,,,0.0045,,10.1021/jp073767n
CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5CCc5ccccc54)cc3)cc21,368.0,406.0,,,,0.027,,10.1021/jp073767n
C(=C(c1ccccc1)c1ccccc1)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,352.0,461.0,,,,0.017,,10.1021/jp073767n
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,351.0,445.0,,,,0.038,,10.1021/jp073767n
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c2)cc1,333.0,446.0,,,,0.0045,,10.1021/jp073767n
C(=C(c1ccccc1)c1ccccc1)c1ccc(-c2cc(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(-c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc2-c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,330.0,440.0,,,,0.0282,,10.1021/jp073767n
CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc21,376.0,416.0,,,,0.048,,10.1021/jp073767n
C(=C1c2ccccc2-c2ccccc21)c1ccc(C=C2c3ccccc3-c3ccccc32)cc1,365.0,407.0,,,,0.0003,,10.1021/jp073767n
C(=C1c2ccccc2-c2ccccc21)c1ccc(-c2ccc(C=C3c4ccccc4-c4ccccc43)cc2)cc1,366.0,397.0,,,,0.0015,,10.1021/jp073767n
CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5-c5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc21,380.0,406.0,,,,0.0062,,10.1021/jp073767n
C1=Cc2ccccc2C(=Cc2ccc(C=C3c4ccccc4-c4ccccc43)cc2)c2ccccc21,360.0,444.0,,,,4e-05,,10.1021/jp073767n
C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc2)c2ccccc21,357.0,450.0,,,,0.00016,,10.1021/jp073767n
CCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCC)cc1C=C1c2ccccc2C=Cc2ccccc21,395.0,474.0,,,,0.00012,,10.1021/jp073767n
CCCCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCCCC)cc1C=C1c2ccccc2C=Cc2ccccc21,395.0,472.0,,,,0.00046,,10.1021/jp073767n
CCCCCCOc1cc(C=C2c3ccccc3-c3ccccc32)c(OCCCCCC)cc1C=C1c2ccccc2C=Cc2ccccc21,397.0,473.0,,,,0.0013,,10.1021/jp073767n
CCCCC1(CCCC)c2cc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C(\C)c4ccccc4)cc3)cc21,365.0,403.0,,,,0.586,,10.1021/jp073767n
c1ccc2c(c1)ccc1c3ccccc3ccc21,322.0,366.0,,,,0.12,,http://dx.doi.org/10.1021/jo402429q
CC(C)(C)c1cc(-c2ccc3c(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4c5cc(-c6cc(C(C)(C)C)cc(C(C)(C)C)c6)ccc5c(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4c3c2)cc(C(C)(C)C)c1,351.0,401.0,,,,0.609,,http://dx.doi.org/10.1021/jo402429q
CC(C)(C)c1ccc(-c2ccc3c(-c4ccc(C(C)(C)C)c5ccccc45)cc4c5cc(-c6ccc(C(C)(C)C)c7ccccc67)ccc5c(-c5ccc(C(C)(C)C)c6ccccc56)cc4c3c2)c2ccccc12,300.0,405.0,,,,0.72,,http://dx.doi.org/10.1021/jo402429q
CC(C)(C)c1ccc2ccc3cc(-c4ccc5c(-c6ccc7c(ccc8ccc(C(C)(C)C)cc87)c6)cc6c7cc(-c8ccc9c(ccc%10ccc(C(C)(C)C)cc%109)c8)ccc7c(-c7ccc8c(ccc9ccc(C(C)(C)C)cc98)c7)cc6c5c4)ccc3c2c1,303.0,424.0,,,,0.781,,http://dx.doi.org/10.1021/jo402429q
CC(C)(C)C1=CC2=C3C(=CC=C4C=CC(c5cc6c7cc(-c8ccc9ccc%10cc(C(C)(C)C)cc%11ccc8c9c%10%11)ccc7c(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)cc6c6cc(-c7ccc8ccc9cc(C(C)(C)C)cc%10ccc7c8c9%10)ccc56)=C(C=C2)C43)C1,349.0,443.0,,,,0.874,,http://dx.doi.org/10.1021/jo402429q
CC(C)[Si](C#Cc1ccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c4cc(C#C[Si](C(C)C)(C(C)C)C(C)C)ccc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)cc3c2c1)(C(C)C)C(C)C,394.0,408.0,,,,0.741,,http://dx.doi.org/10.1021/jo402429q
CC(C)(C)c1cc(C#Cc2ccc3c(C#Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc4c5cc(C#Cc6cc(C(C)(C)C)cc(C(C)(C)C)c6)ccc5c(C#Cc5cc(C(C)(C)C)cc(C(C)(C)C)c5)cc4c3c2)cc(C(C)(C)C)c1,416.0,439.0,,,,0.626,,http://dx.doi.org/10.1021/jo402429q
CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)cc4c5cc(N(c6ccc(C(C)(C)C)cc6)c6ccc(C(C)(C)C)cc6)ccc5c(N(c5ccc(C(C)(C)C)cc5)c5ccc(C(C)(C)C)cc5)cc4c3c2)cc1,433.0,471.0,,,,0.44,,http://dx.doi.org/10.1021/jo402429q
O=c1oc2ccccc2cc1-c1cc2ccccc2o1,373.0,431.0,,,,0.88,,DOI: 10.1021/acs.orglett.7b00069
Cc1ccc2oc(-c3cc4cc(C)ccc4oc3=O)cc2c1,378.0,436.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,388.0,446.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
Cc1cccc2cc(-c3cc4cccc(C)c4oc3=O)oc12,376.0,436.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,358.0,448.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,389.0,460.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,395.0,465.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
O=c1oc2ccc(Br)cc2cc1-c1cc2cc(Br)ccc2o1,377.0,436.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
O=c1oc2ccc(Cl)cc2cc1-c1cc2cc(Cl)ccc2o1,375.0,433.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
COc1cc(Br)cc2cc(-c3cc4cc(Br)cc(OC)c4oc3=O)oc12,360.0,430.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
COc1cc2cc(-c3cc4cc(OC)c(OC)cc4oc3=O)oc2cc1OC,410.0,475.0,,,,,,DOI: 10.1021/acs.orglett.7b00069
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,428.2,533.0,,,,0.424,,https://doi.org/10.1039/C7PP00392G
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,423.0,529.0,,,,0.424,,https://doi.org/10.1039/C7PP00392G
O=C(O)CCCc1cc2ccc3cccc4ccc(c1)c2c34,374.0,374.0,,,,0.52,,http://dx.doi.org/10.1021/ja2006862
CC1(C)OB(c2cc3ccc4cccc5ccc(c2)c3c45)OC1(C)C,385.0,386.0,,,,0.72,,http://dx.doi.org/10.1021/ja2006862
O=C(O)CCCOc1cc2ccc3cccc4ccc(c1)c2c34,382.0,382.0,,,,0.77,,http://dx.doi.org/10.1021/ja2006862
BrCCCCCCCCCCCCOc1cc2ccc3cccc4ccc(c1)c2c34,384.0,384.0,,,,0.59,,http://dx.doi.org/10.1021/ja2006862
